Date,Time,Ozone,Status,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Station
21/01/2022,17:00:00,40.26325,V ugm-3,25.68761,V ugm-3,50.96919,V ugm-3,90.3563,V ugm-3,15.075,V ugm-3 (FIDAS),6.014,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
21/01/2022,18:00:00,49.54325,V ugm-3,16.08646,V ugm-3,40.27804,V ugm-3,64.94359,V ugm-3,8.775,V ugm-3 (FIDAS),4.481,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
21/01/2022,19:00:00,48.99444,V ugm-3,17.28207,V ugm-3,45.144,V ugm-3,71.64281,V ugm-3,8.175,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
21/01/2022,20:00:00,54.33293,V ugm-3,15.10823,V ugm-3,37.23801,V ugm-3,60.40363,V ugm-3,9.2,V ugm-3 (FIDAS),4.835,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
21/01/2022,21:00:00,57.12691,V ugm-3,17.53569,V ugm-3,32.35328,V ugm-3,59.24096,V ugm-3,7.975,V ugm-3 (FIDAS),5.401,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
21/01/2022,22:00:00,62.41552,V ugm-3,8.29684,V ugm-3,25.75729,V ugm-3,38.47894,V ugm-3,8.375,V ugm-3 (FIDAS),4.859,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
21/01/2022,23:00:00,56.5781,V ugm-3,9.02146,V ugm-3,28.18962,V ugm-3,42.02233,V ugm-3,10.975,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
21/01/2022,24:00:00,54.03358,V ugm-3,10.97792,V ugm-3,26.79535,V ugm-3,43.62792,V ugm-3,9.075,V ugm-3 (FIDAS),6.085,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,01:00:00,55.28089,V ugm-3,9.76673,V ugm-3,25.13119,V ugm-3,40.10664,V ugm-3,8.15,V ugm-3 (FIDAS),5.802,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,02:00:00,55.0148,V ugm-3,6.09212,V ugm-3,25.37365,V ugm-3,34.71477,V ugm-3,9.875,V ugm-3 (FIDAS),6.627,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,03:00:00,56.5781,V ugm-3,3.44495,V ugm-3,16.37762,V ugm-3,21.6598,V ugm-3,9.5,V ugm-3 (FIDAS),6.816,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,04:00:00,59.27229,V ugm-3,4.02515,V ugm-3,18.42397,V ugm-3,24.59579,V ugm-3,9.3,V ugm-3 (FIDAS),7.17,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,05:00:00,59.17251,V ugm-3,3.91636,V ugm-3,16.37494,V ugm-3,22.37995,V ugm-3,8.65,V ugm-3 (FIDAS),6.745,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,06:00:00,49.94239,V ugm-3,7.32505,V ugm-3,26.54843,V ugm-3,37.78001,V ugm-3,8.575,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,07:00:00,50.591,V ugm-3,7.72394,V ugm-3,25.05047,V ugm-3,36.89368,V ugm-3,8.925,V ugm-3 (FIDAS),6.816,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,08:00:00,41.51056,V ugm-3,17.18848,V ugm-3,37.18381,V ugm-3,63.53911,V ugm-3,9.75,V ugm-3 (FIDAS),7.689,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,09:00:00,20.45593,V ugm-3,34.3407,V ugm-3,58.63538,V ugm-3,111.29038,V ugm-3,16.375,V ugm-3 (FIDAS),11.675,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,10:00:00,18.36044,V ugm-3,42.24595,V ugm-3,65.29338,V ugm-3,130.0696,V ugm-3,17.85,V ugm-3 (FIDAS),11.91,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,11:00:00,21.00474,V ugm-3,31.25838,V ugm-3,54.71978,V ugm-3,102.64862,V ugm-3,59.025,V ugm-3 (FIDAS),18.302,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,12:00:00,35.02454,V ugm-3,25.56515,V ugm-3,47.16288,V ugm-3,86.36222,V ugm-3,66.775,V ugm-3 (FIDAS),19.01,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,13:00:00,38.31744,V ugm-3,29.48151,V ugm-3,46.53128,V ugm-3,91.73563,V ugm-3,47.3,V ugm-3 (FIDAS),15.66,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,14:00:00,53.18541,V ugm-3,22.66413,V ugm-3,31.16994,V ugm-3,65.92113,V ugm-3,24.875,V ugm-3 (FIDAS),8.326,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,15:00:00,46.49981,V ugm-3,20.63343,V ugm-3,43.31318,V ugm-3,74.95067,V ugm-3,21.675,V ugm-3 (FIDAS),7.17,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,16:00:00,50.19186,V ugm-3,21.14111,V ugm-3,46.80024,V ugm-3,79.21615,V ugm-3,24.95,V ugm-3 (FIDAS),10.401,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,17:00:00,40.11357,V ugm-3,18.74777,V ugm-3,43.60088,V ugm-3,72.34706,V ugm-3,24.8,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,18:00:00,36.77077,V ugm-3,31.36716,V ugm-3,58.48608,V ugm-3,106.58173,V ugm-3,15.25,V ugm-3 (FIDAS),8.16,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,19:00:00,34.97464,V ugm-3,28.42989,V ugm-3,55.84377,V ugm-3,99.43566,V ugm-3,30.75,V ugm-3 (FIDAS),10.425,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,20:00:00,42.95744,V ugm-3,26.10908,V ugm-3,44.50079,V ugm-3,84.53416,V ugm-3,23.6,V ugm-3 (FIDAS),8.184,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,21:00:00,38.51701,V ugm-3,24.04211,V ugm-3,49.99672,V ugm-3,86.86079,V ugm-3,19.725,V ugm-3 (FIDAS),8.561,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,22:00:00,41.01164,V ugm-3,22.91797,V ugm-3,48.8398,V ugm-3,83.9802,V ugm-3,23.325,V ugm-3 (FIDAS),11.156,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,23:00:00,40.96174,V ugm-3,20.01696,V ugm-3,47.41598,V ugm-3,78.10823,V ugm-3,19.1,V ugm-3 (FIDAS),9.811,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
22/01/2022,24:00:00,41.51056,V ugm-3,15.44787,V ugm-3,45.00452,V ugm-3,68.69093,V ugm-3,15.825,V ugm-3 (FIDAS),9.764,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,01:00:00,48.09637,V ugm-3,11.56584,V ugm-3,31.18903,V ugm-3,48.92307,V ugm-3,14.125,V ugm-3 (FIDAS),9.623,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,02:00:00,53.41824,V ugm-3,7.06532,V ugm-3,22.71813,V ugm-3,33.55147,V ugm-3,13.525,V ugm-3 (FIDAS),9.269,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,03:00:00,50.24175,V ugm-3,7.29519,V ugm-3,23.51115,V ugm-3,34.69695,V ugm-3,10.325,V ugm-3 (FIDAS),8.538,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,04:00:00,48.84476,V ugm-3,6.85966,V ugm-3,22.40531,V ugm-3,32.9233,V ugm-3,8,V ugm-3 (FIDAS),6.722,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,05:00:00,53.63444,V ugm-3,4.5731,V ugm-3,19.26014,V ugm-3,26.27213,V ugm-3,8.25,V ugm-3 (FIDAS),7.217,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,06:00:00,54.78197,V ugm-3,5.62564,V ugm-3,20.47301,V ugm-3,29.09888,V ugm-3,8.775,V ugm-3 (FIDAS),7.925,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,07:00:00,55.8796,V ugm-3,6.06118,V ugm-3,21.35714,V ugm-3,30.65082,V ugm-3,9.575,V ugm-3 (FIDAS),8.326,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,08:00:00,53.8839,V ugm-3,7.98478,V ugm-3,22.23208,V ugm-3,34.47524,V ugm-3,9.8,V ugm-3 (FIDAS),8.939,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,09:00:00,49.09422,V ugm-3,9.40027,V ugm-3,26.87915,V ugm-3,41.2927,V ugm-3,10.575,V ugm-3 (FIDAS),9.198,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,10:00:00,51.83831,V ugm-3,11.90459,V ugm-3,24.14778,V ugm-3,42.40123,V ugm-3,10.325,V ugm-3 (FIDAS),9.222,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,11:00:00,50.84046,V ugm-3,13.61043,V ugm-3,27.18569,V ugm-3,48.05472,V ugm-3,9.65,V ugm-3 (FIDAS),8.326,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,12:00:00,41.9097,V ugm-3,21.05079,V ugm-3,39.55523,V ugm-3,71.83266,V ugm-3,22.45,V ugm-3 (FIDAS),12.524,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,13:00:00,35.77292,V ugm-3,24.53506,V ugm-3,40.53137,V ugm-3,78.15128,V ugm-3,55.175,V ugm-3 (FIDAS),25.212,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,14:00:00,33.37808,V ugm-3,31.14066,V ugm-3,42.59675,V ugm-3,90.34509,V ugm-3,63.525,V ugm-3 (FIDAS),28.231,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,15:00:00,32.77937,V ugm-3,25.98684,V ugm-3,43.12744,V ugm-3,82.97338,V ugm-3,52.5,V ugm-3 (FIDAS),25.26,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,16:00:00,33.32819,V ugm-3,30.99548,V ugm-3,48.69456,V ugm-3,96.22029,V ugm-3,47.675,V ugm-3 (FIDAS),24.08,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,17:00:00,24.54711,V ugm-3,36.58483,V ugm-3,55.08948,V ugm-3,111.18543,V ugm-3,51.15,V ugm-3 (FIDAS),26.061,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,18:00:00,29.73593,V ugm-3,30.12441,V ugm-3,46.53831,V ugm-3,92.72843,V ugm-3,44.625,V ugm-3 (FIDAS),25.684,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,19:00:00,33.32819,V ugm-3,26.31349,V ugm-3,45.28705,V ugm-3,85.63384,V ugm-3,41.875,V ugm-3 (FIDAS),24.717,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,20:00:00,32.23056,V ugm-3,26.8942,V ugm-3,48.88618,V ugm-3,90.12339,V ugm-3,38.725,V ugm-3 (FIDAS),25.613,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,21:00:00,29.58625,V ugm-3,32.8465,V ugm-3,58.60445,V ugm-3,108.96838,V ugm-3,33.075,V ugm-3 (FIDAS),24.01,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,22:00:00,34.97464,V ugm-3,22.79293,V ugm-3,42.42664,V ugm-3,77.37531,V ugm-3,37.025,V ugm-3 (FIDAS),24.717,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,23:00:00,39.2654,V ugm-3,12.449,V ugm-3,30.4076,V ugm-3,49.49581,V ugm-3,36.975,V ugm-3 (FIDAS),26.227,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
23/01/2022,24:00:00,37.86841,V ugm-3,12.15865,V ugm-3,28.13691,V ugm-3,46.77991,V ugm-3,36.2,V ugm-3 (FIDAS),26.25,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,01:00:00,46.36676,V ugm-3,7.94336,V ugm-3,19.54174,V ugm-3,31.72138,V ugm-3,33.7,V ugm-3 (FIDAS),26.816,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,02:00:00,43.0406,V ugm-3,5.71534,V ugm-3,18.74325,V ugm-3,27.50665,V ugm-3,34.175,V ugm-3 (FIDAS),28.821,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,03:00:00,47.34798,V ugm-3,4.94038,V ugm-3,14.94038,V ugm-3,22.51553,V ugm-3,32.65,V ugm-3 (FIDAS),28.208,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,04:00:00,45.15271,V ugm-3,3.08774,V ugm-3,15.39641,V ugm-3,20.13088,V ugm-3,30.875,V ugm-3 (FIDAS),27.382,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,05:00:00,39.66454,V ugm-3,9.37219,V ugm-3,22.6193,V ugm-3,36.98979,V ugm-3,27.7,V ugm-3 (FIDAS),24.481,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,06:00:00,30.88346,V ugm-3,28.29821,V ugm-3,39.40726,V ugm-3,82.79725,V ugm-3,26.8,V ugm-3 (FIDAS),22.807,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,07:00:00,25.04604,V ugm-3,35.52715,V ugm-3,52.94594,V ugm-3,107.42014,V ugm-3,30.3,V ugm-3 (FIDAS),23.302,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,08:00:00,26.44303,V ugm-3,39.99529,V ugm-3,45.8176,V ugm-3,107.14285,V ugm-3,29.05,V ugm-3 (FIDAS),23.184,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,09:00:00,28.98754,V ugm-3,9.08158,V ugm-3,37.81645,V ugm-3,51.74135,V ugm-3,27.325,V ugm-3 (FIDAS),23.42,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,10:00:00,23.9484,V ugm-3,30.6231,V ugm-3,47.93211,V ugm-3,94.88687,V ugm-3,37.975,V ugm-3 (FIDAS),24.906,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,11:00:00,30.48432,V ugm-3,24.99251,V ugm-3,43.14496,V ugm-3,81.46628,V ugm-3,42.675,V ugm-3 (FIDAS),27.665,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,12:00:00,25.34539,V ugm-3,37.88836,V ugm-3,51.71011,V ugm-3,109.80479,V ugm-3,54.35,V ugm-3 (FIDAS),30.543,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,13:00:00,23.59915,V ugm-3,45.77117,V ugm-3,53.82028,V ugm-3,124.00177,V ugm-3,54.35,V ugm-3 (FIDAS),30.566,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,14:00:00,23.39958,V ugm-3,51.11114,V ugm-3,52.95276,V ugm-3,131.32209,V ugm-3,52.9,V ugm-3 (FIDAS),32.217,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,15:00:00,18.01119,V ugm-3,66.2229,V ugm-3,62.50134,V ugm-3,164.0417,V ugm-3,60.325,V ugm-3 (FIDAS),33.632,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,16:00:00,25.2955,V ugm-3,40.06794,V ugm-3,50.36459,V ugm-3,111.80124,V ugm-3,47.425,V ugm-3 (FIDAS),30.189,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,17:00:00,19.05894,V ugm-3,54.01725,V ugm-3,61.69555,V ugm-3,144.52085,V ugm-3,52.125,V ugm-3 (FIDAS),31.793,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,18:00:00,12.37334,V ugm-3,49.98503,V ugm-3,68.21095,V ugm-3,144.85359,V ugm-3,51.05,V ugm-3 (FIDAS),33.491,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,19:00:00,15.71614,V ugm-3,34.43736,V ugm-3,59.38622,V ugm-3,112.18944,V ugm-3,46.25,V ugm-3 (FIDAS),31.745,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,20:00:00,21.55356,V ugm-3,32.98431,V ugm-3,54.4048,V ugm-3,104.98003,V ugm-3,47.55,V ugm-3 (FIDAS),34.363,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,21:00:00,21.3041,V ugm-3,3.9959,V ugm-3,41.12238,V ugm-3,47.24933,V ugm-3,38,V ugm-3 (FIDAS),32.453,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,22:00:00,26.34324,V ugm-3,4.79508,V ugm-3,36.4032,V ugm-3,43.75554,V ugm-3,38.6,V ugm-3 (FIDAS),32.689,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,23:00:00,25.74453,V ugm-3,9.77178,V ugm-3,36.14813,V ugm-3,51.13132,V ugm-3,43.55,V ugm-3 (FIDAS),34.646,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
24/01/2022,24:00:00,23.05034,V ugm-3,12.38728,V ugm-3,35.24335,V ugm-3,54.23691,V ugm-3,47.25,V ugm-3 (FIDAS),36.934,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,01:00:00,26.27672,V ugm-3,10.71355,V ugm-3,31.51399,V ugm-3,47.94119,V ugm-3,43.875,V ugm-3 (FIDAS),34.811,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,02:00:00,31.66511,V ugm-3,4.89624,V ugm-3,23.34359,V ugm-3,30.85104,V ugm-3,40.65,V ugm-3 (FIDAS),33.679,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,03:00:00,33.47787,V ugm-3,5.16286,V ugm-3,20.16039,V ugm-3,28.07667,V ugm-3,40.3,V ugm-3 (FIDAS),33.797,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,04:00:00,36.22196,V ugm-3,4.39934,V ugm-3,18.94515,V ugm-3,25.69071,V ugm-3,40.7,V ugm-3 (FIDAS),34.481,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,05:00:00,34.42583,V ugm-3,9.96214,V ugm-3,23.78812,V ugm-3,39.06319,V ugm-3,39.425,V ugm-3 (FIDAS),33.349,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,06:00:00,29.63615,V ugm-3,24.79628,V ugm-3,30.22918,V ugm-3,68.24962,V ugm-3,35.725,V ugm-3 (FIDAS),30.873,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,07:00:00,18.85937,V ugm-3,45.95675,V ugm-3,45.94673,V ugm-3,116.41276,V ugm-3,39.25,V ugm-3 (FIDAS),33.113,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,08:00:00,19.60775,V ugm-3,53.22838,V ugm-3,49.22379,V ugm-3,130.8395,V ugm-3,36.45,V ugm-3 (FIDAS),31.392,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,09:00:00,18.01119,V ugm-3,56.79148,V ugm-3,47.42262,V ugm-3,134.50168,V ugm-3,42.4,V ugm-3 (FIDAS),33.467,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,10:00:00,15.16732,V ugm-3,64.39035,V ugm-3,54.69243,V ugm-3,153.42291,V ugm-3,48.775,V ugm-3 (FIDAS),35.731,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,11:00:00,11.67485,V ugm-3,90.35009,V ugm-3,71.31882,V ugm-3,209.85369,V ugm-3,59.775,V ugm-3 (FIDAS),31.368,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,12:00:00,12.12388,V ugm-3,72.06192,V ugm-3,62.62757,V ugm-3,173.12097,V ugm-3,61.85,V ugm-3 (FIDAS),31.038,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,13:00:00,12.57291,V ugm-3,70.93482,V ugm-3,65.52101,V ugm-3,174.28621,V ugm-3,71.375,V ugm-3 (FIDAS),34.411,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,14:00:00,8.93076,V ugm-3,71.04389,V ugm-3,60.97025,V ugm-3,169.9027,V ugm-3,71.35,V ugm-3 (FIDAS),37.5,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,15:00:00,11.12603,V ugm-3,62.57244,V ugm-3,52.76341,V ugm-3,148.70648,V ugm-3,67.55,V ugm-3 (FIDAS),37.17,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,16:00:00,16.81377,V ugm-3,57.62772,V ugm-3,57.73729,V ugm-3,146.09856,V ugm-3,53.225,V ugm-3 (FIDAS),30.802,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,17:00:00,20.05679,V ugm-3,42.72087,V ugm-3,54.23759,V ugm-3,119.74201,V ugm-3,39.65,V ugm-3 (FIDAS),24.882,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,18:00:00,21.40388,V ugm-3,40.8666,V ugm-3,58.96734,V ugm-3,121.62858,V ugm-3,36.475,V ugm-3 (FIDAS),23.396,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,19:00:00,13.27141,V ugm-3,49.738,V ugm-3,72.16518,V ugm-3,148.42904,V ugm-3,44.425,V ugm-3 (FIDAS),27.217,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,20:00:00,7.3342,V ugm-3,43.22988,V ugm-3,63.7223,V ugm-3,130.00719,V ugm-3,52.65,V ugm-3 (FIDAS),32.83,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,21:00:00,3.09334,V ugm-3,66.93542,V ugm-3,68.43506,V ugm-3,171.06793,V ugm-3,40.875,V ugm-3 (FIDAS),32.028,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,22:00:00,12.72259,V ugm-3,30.90446,V ugm-3,51.2151,V ugm-3,98.60127,V ugm-3,36.95,V ugm-3 (FIDAS),30.212,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,23:00:00,12.12388,V ugm-3,29.92279,V ugm-3,42.51061,V ugm-3,88.39157,V ugm-3,37.425,V ugm-3 (FIDAS),30.613,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
25/01/2022,24:00:00,15.76603,V ugm-3,13.96154,V ugm-3,39.40689,V ugm-3,60.81429,V ugm-3,33.95,V ugm-3 (FIDAS),27.594,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,01:00:00,21.35399,V ugm-3,9.65549,V ugm-3,34.19903,V ugm-3,49.0039,V ugm-3,29.6,V ugm-3 (FIDAS),25.071,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,02:00:00,31.86468,V ugm-3,5.28869,V ugm-3,24.68344,V ugm-3,32.79264,V ugm-3,26.9,V ugm-3 (FIDAS),22.665,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,03:00:00,21.35399,V ugm-3,7.38718,V ugm-3,30.58926,V ugm-3,41.9161,V ugm-3,28.325,V ugm-3 (FIDAS),23.844,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,04:00:00,21.90281,V ugm-3,6.62299,V ugm-3,27.7637,V ugm-3,37.91881,V ugm-3,30.25,V ugm-3 (FIDAS),25.778,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,05:00:00,7.13463,V ugm-3,35.15278,V ugm-3,40.75805,V ugm-3,94.65822,V ugm-3,31.45,V ugm-3 (FIDAS),26.745,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,06:00:00,4.34065,V ugm-3,67.35796,V ugm-3,48.06135,V ugm-3,151.34212,V ugm-3,31.575,V ugm-3 (FIDAS),26.58,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,07:00:00,3.69205,V ugm-3,78.85722,V ugm-3,56.46735,V ugm-3,177.38007,V ugm-3,32.4,V ugm-3 (FIDAS),26.462,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,08:00:00,2.29506,V ugm-3,100.29095,V ugm-3,55.58113,V ugm-3,209.35845,V ugm-3,32.75,V ugm-3 (FIDAS),26.179,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,09:00:00,3.74194,V ugm-3,84.08525,V ugm-3,59.24015,V ugm-3,188.16907,V ugm-3,41.4,V ugm-3 (FIDAS),33.467,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,10:00:00,4.73979,V ugm-3,77.68061,V ugm-3,48.48179,V ugm-3,167.59039,V ugm-3,33.325,V ugm-3 (FIDAS),25.354,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,11:00:00,12.77248,V ugm-3,55.49481,V ugm-3,45.65408,V ugm-3,130.74493,V ugm-3,33.075,V ugm-3 (FIDAS),24.269,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,12:00:00,24.89636,V ugm-3,35.18917,V ugm-3,38.53705,V ugm-3,92.49302,V ugm-3,70.275,V ugm-3 (FIDAS),22.335,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,13:00:00,32.72948,V ugm-3,24.41772,V ugm-3,38.06453,V ugm-3,75.50451,V ugm-3,59.45,V ugm-3 (FIDAS),20.637,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,14:00:00,36.62109,V ugm-3,28.05672,V ugm-3,31.81858,V ugm-3,74.83829,V ugm-3,50.325,V ugm-3 (FIDAS),19.222,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,15:00:00,37.2697,V ugm-3,27.21975,V ugm-3,34.2678,V ugm-3,76.00417,V ugm-3,43.525,V ugm-3 (FIDAS),19.811,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,16:00:00,35.22411,V ugm-3,20.8151,V ugm-3,34.09488,V ugm-3,66.01092,V ugm-3,47.025,V ugm-3 (FIDAS),20.236,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,17:00:00,28.83787,V ugm-3,27.72921,V ugm-3,42.14745,V ugm-3,84.66498,V ugm-3,30.225,V ugm-3 (FIDAS),17.382,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,18:00:00,32.43012,V ugm-3,14.59241,V ugm-3,34.53126,V ugm-3,56.90597,V ugm-3,38.35,V ugm-3 (FIDAS),20.071,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,19:00:00,35.02454,V ugm-3,15.90245,V ugm-3,32.85566,V ugm-3,57.23908,V ugm-3,26.075,V ugm-3 (FIDAS),17.807,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
26/01/2022,20:00:00,35.52346,V ugm-3,18.2678,V ugm-3,37.44551,V ugm-3,65.45574,V ugm-3,22.9,V ugm-3 (FIDAS),16.934,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
